Label Sentimen;cleaned_text
negatif;malu bgt dah di zoom meeting keluar masuk keluar masuk terus mana di record pula plis lah munculin fitur kurangi resolusi video sampai p derita ga punya internet stabil
negatif;bad application ini malah mempermalukan saya di depan guru karena tiba tiba force close nah pas masuk lagi sudah ditanya dan saya gk tau apa apa ini aplikasi kurang fungsi anda bayangkan aja kalau lagi rapat atau sekolah terus tiba tiba keluar pas masuk langsung ditanya kamu gk bisa jawab apa apa kan
negatif;kenapa kalau connect pakai wifi tidak mau sedangkan pakai kuota baru bisa kuto saya habis dan saya pakai wi fi jaringannya kuat lancar tetapai kenapa nggak mau conect
netral;haiii nama saya ulli saya mau bilang kalau aplikasi zoom bagus saya belajar online jadi mudah tidak perlu telpon dari what app tapi saya mau nanya bagaimana ganti profil zoom saya pakai hp samsung tab saya sudah diberitahu sama teman tp tidak bisa tolong beritahu terimah kasih
negatif;terimakasih karna aplikasi ini saya jadi banyak ketinggalan info info penting dari sklh saya karna bug suara dr apl ini padahal host udh mic udh nyala tp knp jd ga bisa denger suara nya speaker saya biasa saja malah sudah saya full in suara nya tp knp tetep ga bisa denger tolong segera di perbaiki
negatif;susahmasuk y mo nyalahin hp emang sy kebelinya yg begini bisa apalah kalo loding terus gada yg bisa d baca n d dengarkn hd kurang evektif terimakasih moga aplikasi ini bisa lebih baik lg k depannya
positif;bagus bagi yang mau bikin akun caranya sign up abis itu isi ketentuan isi email account passwordnya harus ada nomor sama huruf besar
negatif;bagus anak saya sklh online pake zoom dan yg lht ulasan ini baca sampe hbs ya zoom app nya berguna banget selain untuk meting pembelajaran bs untuk menelpon teman keluarga atau yg lain tp kelemahannya adalah setiap menit akan keluar sendiri tlg ditmbhkn waktunya biar saya gk ribet masukin trs krn pembelajaran online sklh anakku itu lama banget semoga ulasan ini dapat membantu
negatif;yang terhormat developer aplikasi ini entah bug atau apalah itu karena ketika saya sedang di room kamera sudah saya nyalakan tapi yang muncul di partisipan terlihat bahwa kamera saya tidak aktif hal itu juga berdampak di layar dosen saya dimana terlihat kamera saya tidak dinyalakan padahal saya sudah jelas sedang menyalakan kamera alhasil saya dinyatakan alpa tolong developer untuk menindak lanjuti hal ini terimakasih
negatif;aplikasi apaan gk bisa keluar suaranya jelek bgt buat belajar padahal settingannya juga udah diganti izin akses nya juga udah diubah
positif;terimakasih sekali aplikasi ini sangat membantu dan sudah cukup bagus sekali dalam memodifikasinya tetapi lebih baik ditambahkan lagi waktu dalam meeting supaya tidak terjeda jeda dan waktu meetingnya lebih efektif sampai selesai
positif;zoom ini bagus tapi sayangnya kadang gak bisamasuk tapi setelah di updet sudah bisa bagus sekali bisa membantu saya dan teman disaat seperti ini
positif;zoom memang aplikasi yang bagus untuk belajar apalagi saat wabah seperti ini karena itu saya kasih bintang dulu emang ada bugnya sih tapi sekarang udah ga lagi sehabis diupdate d terima kasih zoom
positif;alhamdulillah sangat membantu bagi kami para mahasiswa dalam belajar apalagi saat daring seperti sekarang ini meskipun sesekali adalah terkendala jaringan yg kurang bagus terkeluar sendri tapiii it s oke lebih banyak manfaatnya di bandingkan kekurangan yg di miliki oleh aplikasi ini yukk teman di download biar lebih efektif dalam proses mengajar dan belajar nyaa
positif;zoom terbaik telah menyediakan wadah bagi para peserta prakerja dan yang lain nya sehingga bisa mendapatkan ilmu dan informasi yang di butuhkan terpercaya dan berkualitas lengkap dan baik banyak memberi pengalaman dan juga praktis mudah dan fleksibel dapat berinteraksi dengan tutor dan juga dapat sesi tanya jawab semakin bertambah pengetahuan dan wawasan saya semoga ilmu nya bermanfaat untuk saya dan yang lain nya terimakasih zoom selalu menjadii yang terbaik zoom
negatif;entah kenapa saya pakai apk ini di awal bagus saja tapi setelah lama pakai kok di hidupkan video tpi di participal nya kok off video itu gmna sungguh kecewa karena sdh sering di tegur dosen pdhl sdh di hidupkan mohon di perbaiki lgi
negatif;bagus sekali untuk belajar bagi yg hilang di participant camera nya mati itu karena kalian pencet participant pasti kalo gak pencet participant camera kalian hidupkan juga kalo ngechat cameranya otomatis mati semoga membantu
netral;sangat membantu anak saya dalam belajar cuma terkadang suka keluar sendiri dr aplikasi mohon di baikin lgi kualitas nya
netral;yang ngatain gak ada menu virtual background itu dikarenakan hp anda tidak memenuhi syarat berikut prosesor harus octa core snapdragon qualcomm samsung exynos dan huawei kirin keatas hp tablet sultan lah pokoknya oh iya tolong future v background ini bisa digunakan untuk pengguna prosesor snapdragon qualcomm keatas atau diatas ghz octa core dan ram gb
negatif;tolong lebih diperbaiki masalah audio nya saya sering call over internet dan tidak ada opsi untuk memperbaikinya saya sampe sekrg tidak bisa mengikuti online class
positif;berkat adanya zoom jadi ga perlu lagi untuk keluar rumah untuk bertemu kerabat dijaman seperti covid ini terimakasih zoom
positif;terimakasih zoom aplikasi ini sangat membatu sekali dalam melakukan sesi webinar sampai selesai webinar semuanya lancar tidak ada kendala terimakasih zoom
negatif;kenapa saya udh un mute tapi kok gk ada suara padahal saya udh ngomong awal awal pake baik baik saja kok skrg gini tolong dong aku mau bljr nanti gk bisa gra gara ni sama kok aku buka camers gk ada gambar nya untung guru aku baik jadi gpp dasar zoom
positif;aplikasi zoom ini sangat bagus bisa bertemu seperti tatap muka secara langsung tapi sayangnya sinyal agak putus putus dan updatenya juga sepertinya sedikit banyak jadi habisin tempat jadi saya hanya kasih bintang maaf
negatif;untuk pihak zoom saya kecewa sekali kalo kita keluar dari zoom trs buka aplikasi lain ayo belajr lewat hp tolong knp kamera saya di matikan saya di marahin satu lagi saya buka mute tapi tidak kedengeran kan saya di marahin guru
negatif;ini kenapa padahal udah join tapi gak bisa udah aku cari tutorial di youtube masih gak bisa dan pas mau login udah masuk semua akun password masih salah padahal semua udah benar tolong di perbaiki agar bisa pakai aplikasi ini lagi dan saya tidak bisa mengikuti pelajaran
negatif;zoom payah sekarang sekarang zoom nggak bisa dibuka di browser semua suruh downdload kesel cuk pas saat mau zoom buat uts di smp saya malah loading lama banget dan terimakasih saya dapat nilai karena loading zoom lama sekali rasanya mau banting hp saya
negatif;dari pihak zoom ini sehabis update kenapa audio nya jadi tidak berfungsi tolong cepat diperbaiki
netral;aplikasinya sudah sangat bagus tetapi untuk kedepannya tolong ditambahkan supaya lebih beragam ponsel yang bsa di support untuk virtual background karena saat saya menggunakan laptop wajah saya tidak muncul
negatif;sering terjadi error saat mau masuk meeting stuck di tulisan connecting terus dan saat menyalakan video kadang layar jadi hitam mohon diperbaiki
negatif;assalamualaikum nama saya ayesha saya ingin memberi ulasan pada apk zoom ini waktu pertama kali zoom sih aman aja waktu kedua kenapa ga bisa ya saya sudah memasukan kode yang benar akan tetapi selalu salah tolong di perbaiki lagi karena saya mau ulangan saya g mau nilai saya menurun karna tidak bisa masuk
netral;saya tdk suka applikasi ini saking malas nya gw dispam tugas dan bahas nya lewat zoom trs dan setiap hari gw hrs menggunakan applikasi ini cape bgst zoom zoom trs si grup gw spam link zoom trs
negatif;tolong pihak zoom kenapa setiap saya menggunakan aplikasi ini saya tidak bisa menggunakan audio dan tidak bisa mendengarkan suara dari peserta zoom lainnya mohon bantuannya
positif;aplikasi zoom sangat bangus sangat membantu dan memudahkan kita berkomunikasi dengan orang banyak sekaligus dan adanya sesi tax jawabsangat membantu terimakasih zoom
negatif;kenapa soh sekarang saya masuk zoom gak jelas banget biasanya guru saya buat room zoom dan saya pencet link nya tuh bisa ini kenapa aneh sekali malah masuk ke browser dan layarnya pun bedaa gak bisa on camera gak dengar suara siapapun dan hanya ada tulisan nama orang yang sedang on mic saya login pakai google juga masa gak bisa sebelumnya sudah login kenapa harus login lagi dan kenapa di saat masukan email beserta password selalu tulisan email or password invalid
negatif;dimohon tolong updetkan virtual bagroundnya untuk bisa dipakai semua hp android semua versi dan prosesor karena hp saya tidak bisa memakai virtual baground tolong
netral;han nama ku adha aku setiap hari aku zoom untuk pm pendalaman materi zoom ini tergantung sinyal jadi kalau sinya nya bagus ya bagus klo sinyak nya jelek nanti kelura sendiri dan masuk sendiri
negatif;saya pake zoom si awalnya bagus banvet lancar gitu gak ada yg ngelag eh menit kemudian langsung ngelag trus guru nya ngomong patah haduhhhhhhh perbaiki deh apk nya biar tambah banyak yg download dan suka trima kasih
negatif;app nya bagus membantu untuk belajar online tetapi kenapa make wifi tidak bisa saya harus memakai vpn jika menggunakan wifi jd tolong di perbaiki lagi ya
negatif;kenapa punya saya masih ada bug yaitu gk bisa share screen dan fitur fiturnya ada yang kurang padahal sudh saya hapus dan download berkali kali
negatif;haiii ini knp saya ga bisa pasang background ya saya sbntr lg ada zoom dan disuruh pakai background yg udh disiapin tp knp ga ada tombol buat aktifin pas lg zoomnya pls lah panik saya masalahnya saya cari caranya di google ga ketemu pdhl saya baru update ini zoom beberapa menit lalu smp skrng tetep ga ada tombolnya
netral;ada kendala pada saat mau masuk ke pengajaran tp untuk selanjutnya alhmmdulillah lancar mohon diperbaiki lagi untuk sistemnya
positif;allhamdulilah aplikasi zoom sangat membantu di kala pandemi seperti ini saya sudah menggunakanya untuk mengikuti pelatihan prakerja yang langsung di sambungkan ke apknya sukses selalu zoom
positif;pelatihannya sangat mudah dipahami dengan suara gambar yang jernih top aplikasinya
positif;aplikasi ini bagus berguna dan bermanfaat tapi coba tolong di zoomnya jadi semua orang nya bisa di lock jadi semua orang tidak bisa leave zoom untuk murid yang nakal suka leave zoom dan tidak ikut pelajaran
negatif;please zoom sediakan virtual background untuk semua jenis hp android tolong sekali sangat diperlukan ditunggu inovasi selanjutnya samsung galaxy a
negatif;aneh di participant kamera terlihat mati padahal sudah menyala dan padahal saya menggunakan password dengan benar tetapi tidak bisa masuk aneh tolong perbaiki
positif;aplikasi nya bagus cuma ada keluhan sedikit kenapa aku ketika pakai kuota bantuan dari pemerintah nggak bisa padahal masih utuh karna aku baru pakai kenapa koq agak lag mohon kedepannya bisa diperbaiki
negatif;saya berkali masuk zoom tetap tidak bisa tapi klo pakai apk lain lancar saja di coba pakai data bisa giliran pakai wifi tidak bisa mohon zoom nya diperbaiki agar semua bisa belajar kembali
negatif;gw kasi bintang krn ini apk ga guna bat katanya buat belajar mana ada belajar suara aja gajelas padahal sinyal gw bagus bagus aja gw udah nyoba nonton yt p jga bisa
positif;bila dihubungkan dengan bluetooth tidak ada suara yang keluar sedangkan dengan aplikasi lain suara berjalan normal
netral;saya kasih empat dulu karena pas zoom ini ada video filters yang lain ada filters tapi saya gak ada di laptop jadi tolong perbaiki ini dan yang saya lihat di video filter cuma beta jadi tolong baget perbaiki ini saya pengennnnn banget video filters jadi tolong perbaiki ya
positif;apk ini bagus sekali sangat bagus pokonya karna di masa pandemi ini kita hanya bisa menggunakan apk ini untuk berkomunikasi dengan guru maupun dosen trimakasih developer
positif;hallo saya ferdinandos sitanggang saya dari bagian prakerja dengan pengunaan zoom ini saya bisa berkumpul dengan banyak orang yg bukan berasal dari kota saya sendiri dan di sini banyak belajar untuk secara online pembahasan yang mudah dipahami dan dapat di laksanakan secara ofline terimakasih banyak zoom semoga memberikan banyak hal terbaru terimakasih
negatif;zoom sangat membantu untuk kita belajar online tali kenapa setiap saya masuk lewat link keluar mulu ya padahal sinyal nya bagus ap lain juga gak error mohon diperbaiki
positif;terimakasih berkat aplikasi ini membantu semua orang terutama di kalangan pelajar mahasiswa jadi bisa bertatap muka secara virtual dengan para guru guru
positif;berkat aplikasi zoom saya bisa mengikuti class meeting skill academi gambar dan video sangat jelas sehingga saya dapat memahami materi berkarir sebagai entrepreneur malam ini terima kasih tokopedia terima kasih skill academi atas ilmunya
netral;assalamu alaikum saya pengguna aplikasi berterimakasih kepada pembuat dengan ini saya bisa belajar disaat pandemi ini saya kasih bintang lima karena bagus banget tapi sih ada macet macet suaranya kayak gitar hihihihi maaf tapi gakpapa kok tetep saya kasih bintang lima segitu dulu ya penjelasan saya udah panjang nih good job wassalamualaikum
negatif;sebenarnya mau kasih lima dan zoom sdh update jga tapi kok cuman menit y dan minta upgrade perbayar lgi tolong dong ini diperbaiki lagi
netral;sebenarnya bukan aplikasi video call nya yang buriq tapi jaringannya kalo dibuat jaringan indo sm seperti usa pasti bagus tp biar deh makasih developer zoom
negatif;audio ngecrash sudah saya coba berkali kali tetap tidak bisa suaranya hilang bagai ditelan bumi
netral;aplikasi ini bagus dan saya suka menggunakannya untuk belajar aplikasi ini juga membantu saya saat pandemi seperti ini tapi aplikasi ini sering rusak saya tiba tiba keluar masuk saat saya belajar padahal koneksi sedang bagus mohon pihak zoom untuk memperbaikinya ya terima kasih
positif;aplikasi ini sangat membantu di saat musim pandemi ini jadi tidak perlu keluar rumah untuk belajar cukup dengan video call dengan teman atau guru maupun orang tertentu lalu kita bisa belajar mencermati berbincang mengobrol pada teman lewat apk ini pokoknya membatu jangan pernah berhenti untuk belajar karna ilmu yang berguna menuntun kita ke masa depan yang baik dan jangan pernah menyerah karna proses tidak akan menghianati hasil
